latitude,longitude,fid (int),XTRID (string),BAUART (string),BAUJAHR (string),BAULEITER (string),BEMERKUNG (string),BETREIBER (string),BETRIEBSFÜ (string),DARSTELLUN (int),DREHMOMENT (float),EIGENTÜMER (string),EINBAUJAHR (string),ENTLÜFTUNG (string),FABRIKATTY (string),FUNKTIONSP (string),GSP_TYP (string),GANGZAHL (float),GEMEINDENA (string),GEMEINDESC (string),HAUSNUMMER (string),HERSTELLER (string),HINWEISSCH (string),ID (float),LAGE_DES_H (string),LAGE_ZUR_L (string),LEISTUNG (float),LEITUNGSFU (string),LOGISCHE_I (string),MATERIAL (string),MAX__BAUTE (string),MAX__SYSTE (string),MESSUNGSAR (string),MONTEUR (string),NENNDRUCK_ (string),NENNWEITE_ (string),NENNWEITE1 (float),NENNWEITE2 (float),NENNWEITE3 (string),NENNWEITE4 (string),NENNWEITE5 (string),NENNWEITE6 (float),NENNWEITE7 (float),NETZBETREI (string),NETZZUGEHÖ (string),NUMMERIERU (string),ORTSTEILNA (string),ORTSTEILSC (string),PRÜFDRUCK_ (string),PRÜFTURNUS (string),PÄCHTER (string),ROHRKENNZA (string),ROHRVERLEG (string),SAP_ID (string),SCHLIEßRIC (string),SCHLÜSSELB (string),SICHERUNGS (string),SKIZZE_POI (float),SONDERFUNK (string),SPÜLTRUPP (string),STATUS (string),STATUS_SEI (string),STRAßENNAM (string),STRAßENSCH (string),SUBCODE (float),SYSTEMBETR (string),TN_PRÜFUNG (string),TN_STATUS (float),TEXT_ID (float),TIEFBAUFIR (string),VERBINDUNG (string),VORSCHIEBE (string),GS_ID (float),RWO_ID (string),ÜBERGANG_A (string)
47.9719243913577,7.98437391779723,280,8768639,Überflurhydrant,,,Gemeindeschl.: 5431 Strassenschl.: 22978 Hausnummer: unset,,,0,0,,,,,,,0,Kirchzarten,08315064,2,,,8768639,,auf dem Rohr,0,Hydrantenleitung,ID-8768639,,,,,,,,80,0,,80,,0,0,,VW,EWK Kirchzarten,,,,,,,,100548294,,460,,833184,Abgesetzter Hydrant > 4 m,,in Betrieb,,Mühlenstraße,0831506422978,1,,BP: OK ÜP: OK,0,2153915,,,ja,0,1778034-1072948469-8768642,
47.9720746741633,7.98212268220366,281,8770260,Überflurhydrant,,,Gemeindeschl.: 5431 Strassenschl.: 22731 Hausnummer: unset,,,0,0,,,,,,,0,Kirchzarten,08315064,6,,,8770260,,auf dem Rohr,0,Hydrantenleitung,ID-8770260,,,,,,,,80,0,,80,,0,0,,VW,EWK Kirchzarten,,,,,,,,100548305,,080,,833385,Abgesetzter Hydrant > 4 m,,in Betrieb,,Am Schmiedacker,0831506422731,1,,BP: OK ÜP: OK,0,2153926,,,nein,0,1780438-1122156109-8770263,
47.9715385839384,7.98194914988976,282,8769281,Unterflurhydrant,,,Gemeindeschl.: 5431 Strassenschl.: 22704 Hausnummer: unset,,,0,0,,,,,,,0,Kirchzarten,08315064,18,,,8769281,,auf dem Rohr,0,Versorgungsleitung,ID-8769281,,,,,,,,125,0,,125,,0,0,,VW,EWK Kirchzarten,,,,,,,,100548303,,008,,833262,Hydrant auf Leitung,,in Betrieb,,Alte Ibentalstraße,0831506422704,0,,BP: OK ÜP: OK,0,2153924,,,nein,0,1780438-1122493408-8769284,
47.964559551023,7.98334100136489,283,8550957,Überflurhydrant,,,Gemeindeschl.: 5431 Strassenschl.: 23012 Hausnummer: unset,,,0,0,,,,,,,0,Kirchzarten,08315064,76x,,,8550957,,auf dem Rohr,0,Hydrantenleitung,ID-8550957,,,,,,,,0,0,,unbekannt,,0,0,,VW,EWK Kirchzarten,,,,,,,,100548275,,512,,789776,Abgesetzter Hydrant bis 4 m,,in Betrieb,,Keltenring,0831506422928,1,,BP: OK ÜP: OK,0,2153896,,,ja,0,1778034-1220649099-8550960,
47.9636208550914,7.9852222504356,284,8553592,Unterflurhydrant,,,Gemeindeschl.: 5431 Strassenschl.: 22717 Hausnummer: unset,,,0,0,,,,,,,0,Kirchzarten,08315064,1,,,8553592,,auf dem Rohr,0,Versorgungsleitung,ID-8553592,,,,,,,,150,0,,150,,0,0,,VW,EWK Kirchzarten,,,,,,,,100548281,,048,,790095,Hydrant auf Leitung,,in Betrieb,,Am Heidengraben,0831506422717,0,,BP: OK ÜP: OK,0,2153902,,,nein,0,1778046-335458968-8553595,
47.9640560288443,7.98348823765676,285,8549663,Überflurhydrant,,,Gemeindeschl.: 5431 Strassenschl.: 23012 Hausnummer: unset,,,0,0,,,,,,,0,Kirchzarten,08315064,FN129/5,,,8549663,,auf dem Rohr,0,Hydrantenleitung,ID-8549663,,,,,,,,0,0,,unbekannt,,0,0,,VW,EWK Kirchzarten,,,,,,,,100548273,,514,,789603,Abgesetzter Hydrant bis 4 m,,in Betrieb,,Römerweg,0831506423012,1,,BP: OK ÜP: OK,0,2153894,,,ja,0,1778046-335685846-8549666,
47.9638804123761,7.98434900599425,286,8551764,Unterflurhydrant,,,Gemeindeschl.: 5431 Strassenschl.: 23012 Hausnummer: unset,,,0,0,,,,,,,0,Kirchzarten,08315064,110,,,8551764,,auf dem Rohr,0,Hydrantenleitung,ID-8551764,,,,,,,,0,0,,unbekannt,,0,0,,VW,EWK Kirchzarten,,,,,,,,100548276,,516,,789885,Abgesetzter Hydrant bis 4 m,,in Betrieb,,Keltenring,0831506422928,0,,BP: OK ÜP: OK,0,2153897,,,ja,0,1778046-335821474-8551767,
47.9635455565676,7.9846033910712,287,8551934,Unterflurhydrant,,,Gemeindeschl.: 5431 Strassenschl.: 22928 Hausnummer: unset,,,0,0,,,,,,,0,Kirchzarten,08315064,103,,,8551934,,auf dem Rohr,0,Versorgungsleitung,ID-8551934,,,,,,,,100,0,,100,,0,0,,VW,EWK Kirchzarten,,,,,,,,100548278,,372,,789907,Hydrant auf Leitung,,in Betrieb,,Keltenring,0831506422928,0,,BP: OK ÜP: OK,0,2153899,,,nein,0,1778046-335545431-8551937,
47.9653564219139,7.98249968574054,288,8549685,Unterflurhydrant,,,Gemeindeschl.: 5431 Strassenschl.: 22928 Hausnummer: unset,,,0,0,,,,,,,0,Kirchzarten,08315064,44,,,8549685,,auf dem Rohr,0,Versorgungsleitung,ID-8549685,,,,,,,,150,0,,150,,0,0,,VW,EWK Kirchzarten,,,,,,,,100548274,rechts,382,,789606,Hydrant auf Leitung,,in Betrieb,,Keltenring,0831506422928,0,,BP: OK ÜP: OK,0,2153895,,,nein,0,1780438-1168702464-8549688,
47.9653137364231,7.98185783603066,289,8531954,Unterflurhydrant,,,Gemeindeschl.: 5431 Strassenschl.: 23082 Hausnummer: unset,,,0,0,,,,,,,0,Kirchzarten,08315064,101,,,8531954,,auf dem Rohr,0,Versorgungsleitung,ID-8531954,,,,,,,,100,0,,100,,0,0,,VW,EWK Kirchzarten,,,,,,,,100548256,,582,,788475,Hydrant auf Leitung,,in Betrieb,,Tarodunumweg,0831506423082,0,,BP: OK ÜP: OK,0,2153877,,,nein,0,1780438-1171004159-8531957,
47.9650059280697,7.9822670755642,290,8539860,Überflurhydrant,,,Gemeindeschl.: 5431 Strassenschl.: 23082 Hausnummer: unset,,,0,0,,,,,,,0,Kirchzarten,08315064,FN729,,,8539860,,auf dem Rohr,0,Hydrantenleitung,ID-8539860,,,,,,,,0,0,,unbekannt,,0,0,,VW,EWK Kirchzarten,,,,,,,,100548270,,588,,789455,Abgesetzter Hydrant bis 4 m,,in Betrieb,,Tarodunumweg,0831506423082,1,,BP: OK ÜP: OK,0,2153891,,,ja,0,1780438-1171294733-8539863,
47.9644874198148,7.98230692227651,291,8540106,Überflurhydrant,,,Gemeindeschl.: 5431 Strassenschl.: 23012 Hausnummer: unset,,,0,0,,,,,,,0,Kirchzarten,08315064,34,,,8540106,,auf dem Rohr,0,Hydrantenleitung,ID-8540106,,,,,,,,0,0,,unbekannt,,0,0,,VW,EWK Kirchzarten,,,,,,,,100548272,,520,,789483,Abgesetzter Hydrant bis 4 m,,in Betrieb,,Römerweg,0831506423012,1,,BP: OK ÜP: OK,0,2153893,,,ja,0,1780438-1171372847-8540109,
47.9646393721528,7.98278069882763,292,8540084,Überflurhydrant,,,Gemeindeschl.: 5431 Strassenschl.: 23012 Hausnummer: unset,,,0,0,,,,,,,0,Kirchzarten,08315064,66,,,8540084,,auf dem Rohr,0,Hydrantenleitung,ID-8540084,,,,,,,,0,0,,unbekannt,,0,0,,VW,EWK Kirchzarten,,,,,,,,100548271,,518,,789480,Abgesetzter Hydrant bis 4 m,,in Betrieb,,Keltenring,0831506422928,1,,BP: OK ÜP: OK,0,2153892,,,ja,0,1780438-1169671793-8540087,
47.9640857353859,7.98276540635615,293,8552874,Unterflurhydrant,,,Gemeindeschl.: 5431 Strassenschl.: 22703 Hausnummer: unset,,,0,0,,,,,,,0,Kirchzarten,08315064,9,,,8552874,,auf dem Rohr,0,Versorgungsleitung,ID-8552874,,,,,,,,100,0,,100,,0,0,,VW,EWK Kirchzarten,,,,,,,,100548279,,006,,790008,Hydrant auf Leitung,,in Betrieb,,Alemannenhof,0831506422703,0,,BP: OK ÜP: OK,0,2153900,,,nein,0,1780442-386459356-8552877,
47.9639355381087,7.98188462766963,294,8539222,Unterflurhydrant,,,Gemeindeschl.: 5431 Strassenschl.: 22703 Hausnummer: unset,,,0,0,,,,,,,0,Kirchzarten,08315064,15,,,8539222,,auf dem Rohr,0,Versorgungsleitung,ID-8539222,,,,,,,,100,100,100,100,,0,0,,VW,EWK Kirchzarten,,,,,,,,100548269,,004,,789368,Hydrant auf Leitung,,in Betrieb,,Alemannenhof,0831506422703,0,,BP: N.OK ÜP: N.OK,8384,2153890,,,nein,0,1780442-384121089-8539225,
47.9633490211513,7.98263549944808,295,8551929,Überflurhydrant,,,Gemeindeschl.: 5431 Strassenschl.: 22928 Hausnummer: unset,,,0,0,,,,,,,0,Kirchzarten,08315064,3,,,8551929,,auf dem Rohr,0,Hydrantenleitung,ID-8551929,,,,,,,,0,0,,unbekannt,,0,0,,VW,EWK Kirchzarten,,,,,,,,100548277,,398,,789906,Abgesetzter Hydrant > 4 m,,in Betrieb,,Am Burger Platz,0831506422701,1,,BP: OK ÜP: OK,0,2153898,,,ja,0,1780442-387215558-8551932,
47.9629834348209,7.98376508506359,296,8557832,Unterflurhydrant,,,Gemeindeschl.: 5431 Strassenschl.: 23085 Hausnummer: unset,,,0,0,,,,,,,0,Kirchzarten,08315064,28,,,8557832,,auf dem Rohr,0,Versorgungsleitung,ID-8557832,,,,,,,,100,0,,100,,0,0,,VW,EWK Kirchzarten,,,,,,,,100548288,,592,,726667,Hydrant auf Leitung,,in Betrieb,,Unterer Rainhof,0831506423085,0,,BP: OK ÜP: OK,0,2153909,,,nein,0,1778046-340490572-8557835,
47.9627992490519,7.98204605112245,297,9231950,Unterflurhydrant,,,Gemeindeschl.: 5431 Strassenschl.: 22886 Hausnummer: unset,,,0,0,,,,,,,0,Kirchzarten,08315064,56,,,9231950,,auf dem Rohr,0,Hydrantenleitung,ID-9231950,,,,,,,,80,0,,80,,0,0,,VW,EWK Kirchzarten,,,,,,,,100548751,,342,,835215,Hydrant auf Leitung,,in Betrieb,,Höllentalstraße,0831506422886,0,,BP: OK ÜP: OK,0,2154461,,,nein,0,1780442-389754709-9231953,
47.9627965539881,7.98206479180527,298,9231957,Überflurhydrant,,,Gemeindeschl.: 5431 Strassenschl.: 22886 Hausnummer: unset,,,0,0,,,,,,,0,Kirchzarten,08315064,56,,,9231957,,auf dem Rohr,0,Hydrantenleitung,ID-9231957,,,,,,,,80,0,,80,,0,0,,VW,EWK Kirchzarten,,,,,,,,100548752,,344,,835216,Abgesetzter Hydrant bis 4 m,,in Betrieb,,Höllentalstraße,0831506422886,1,,BP: OK ÜP: OK,0,2154462,,,nein,0,1780442-389754713-9231960,
47.9632606530527,7.98479663105309,299,8554241,Unterflurhydrant,,,Gemeindeschl.: 5431 Strassenschl.: 22717 Hausnummer: unset,,,0,0,,,,,,,0,Kirchzarten,08315064,13,,,8554241,,auf dem Rohr,0,Hydrantenleitung,ID-8554241,,,,,,,,100,0,,100,,0,0,,VW,EWK Kirchzarten,,,,,,,,100548282,,050,,726196,Abgesetzter Hydrant bis 4 m,,in Betrieb,,Am Rainhof,0831506422727,0,,BP: OK ÜP: OK,0,2153903,,,nein,0,1778046-340774108-8554244,
47.963206110563,7.98618794371074,300,8553044,Unterflurhydrant,,,Gemeindeschl.: 5431 Strassenschl.: 22727 Hausnummer: unset,,,0,0,,,,,,,0,Kirchzarten,08315064,74,,,8553044,,auf dem Rohr,0,Versorgungsleitung,ID-8553044,,,,,,,,150,0,,150,,0,0,,VW,EWK Kirchzarten,,,,,,,,100548280,,062,,790025,Hydrant auf Leitung,,in Betrieb,,Am Rainhof,0831506422727,0,,BP: OK ÜP: OK,0,2153901,,,nein,0,1778046-338419733-8553047,
47.962941880699,7.98523396922782,301,8555191,Unterflurhydrant,,,Gemeindeschl.: 5431 Strassenschl.: 22727 Hausnummer: unset,,,0,0,,,,,,,0,Kirchzarten,08315064,25,,,8555191,,auf dem Rohr,0,Versorgungsleitung,ID-8555191,,,,,,,,100,0,,100,,0,0,,VW,EWK Kirchzarten,,,,,,,,100548283,,068,,726332,Hydrant auf Leitung,,in Betrieb,,Am Rainhof,0831506422727,0,,BP: OK ÜP: OK,0,2153904,,,nein,0,1778046-340888534-8555194,
47.9627176789825,7.98513466074681,302,8555213,Unterflurhydrant,,,Gemeindeschl.: 5431 Strassenschl.: 22717 Hausnummer: unset,,,0,0,,,,,,,0,Kirchzarten,08315064,36,,,8555213,,auf dem Rohr,0,Versorgungsleitung,ID-8555213,,,,,,,,150,0,,150,,0,0,,VW,EWK Kirchzarten,,,,,,,,100548284,,052,,726335,Hydrant auf Leitung,,in Betrieb,,Am Rainhof,0831506422727,0,,BP: OK ÜP: OK,0,2153905,,,nein,0,1778046-340993586-8555216,
47.9628982177397,7.9843842030425,303,8556275,Unterflurhydrant,,,Gemeindeschl.: 5431 Strassenschl.: 22727 Hausnummer: unset,,,0,0,,,,,,,0,Kirchzarten,08315064,12,,,8556275,,auf dem Rohr,0,Versorgungsleitung,ID-8556275,,,,,,,,150,0,,150,,0,0,,VW,EWK Kirchzarten,,,,,,,,100548286,,066,,726485,Hydrant auf Leitung,,in Betrieb,,Am Rainhof,0831506422727,0,,BP: OK ÜP: OK,0,2153907,,,nein,0,1778046-340510594-8556278,
47.9623384438058,7.98486847419533,304,8556754,Unterflurhydrant,,,Gemeindeschl.: 5431 Strassenschl.: 22727 Hausnummer: unset,,,0,0,,,,,,,0,Kirchzarten,08315064,90,,,8556754,,auf dem Rohr,0,Versorgungsleitung,ID-8556754,,,,,,,,100,0,,100,,0,0,,VW,EWK Kirchzarten,,,,,,,,100548287,,070,,726535,Endhydrant > 4 m,,in Betrieb,,Höllentalstraße,0831506422886,0,,BP: OK ÜP: OK,0,2153908,,,nein,0,1778046-341144947-8556757,
47.9625870615053,7.98579032266173,305,8556268,Unterflurhydrant,,,Gemeindeschl.: 5431 Strassenschl.: 22727 Hausnummer: unset,,,0,0,,,,,,,0,Kirchzarten,08315064,52,,,8556268,,auf dem Rohr,0,Versorgungsleitung,ID-8556268,,,,,,,,150,0,,150,,0,0,,VW,EWK Kirchzarten,,,,,,,,100548285,,064,,726484,Hydrant auf Leitung,,in Betrieb,,Am Rainhof,0831506422727,0,,BP: OK ÜP: OK,0,2153906,,,nein,0,1778046-338671674-8556271,
47.9612522675968,7.98544861633556,306,23623427,Überflurhydrant,,,,,,0,0,,2012/01/01,,,,,0,Kirchzarten,08315064,107,,,23623427,im Straßenkörper,auf dem Rohr,0,Versorgungsleitung,ID-23623427,,,,,Statistik 2012 / Ritter,,,125,0,,125,,0,0,,VW,EWK Kirchzarten,,,,,,,,100594253,,298,,2121597,Hydrant auf Leitung,,in Betrieb,,Höfener Straße,0831506422884,1,,BP: OK ÜP: OK,0,0,,,nein,0,1778046-452262446-23623430,
47.9615248837342,7.98471195605144,307,23623436,Unterflurhydrant,,,,,,0,0,,2012/01/01,,,,,0,Kirchzarten,08315064,FN133/4,,,23623436,im Straßenkörper,auf dem Rohr,0,Versorgungsleitung,ID-23623436,,,,,Statistik 2012 / Ritter,,,125,0,,125,,0,0,,VW,EWK Kirchzarten,,,,,,,,100594254,,297,,2121598,Hydrant auf Leitung,,in Betrieb,,Höfener Straße,0831506422884,0,,BP: OK ÜP: OK,0,0,,,nein,0,1778046-452293343-23623439,
47.9594284816864,7.99015114652078,308,9204120,Überflurhydrant,,,Gemeindeschl.: 5431 Strassenschl.: 22882 Hausnummer: unset,,,0,0,,,,,,,0,Kirchzarten,08315064,37,,,9204120,,Hydrantenleitung,0,Hydrantenleitung,ID-9204120,,,,,,,,100,0,,100,150,150,0,,VW,EWK Kirchzarten,,,,,,,,100548722,rechts,278,,833898,Abgesetzter Hydrant > 4 m,,in Betrieb,,Himmelreich,0831506422882,1,,BP: OK ÜP: OK,0,2154432,,,nein,0,1778046-467953111-9204123,
47.9586323278982,7.99093612029282,309,9204216,Überflurhydrant,,,Gemeindeschl.: 5431 Strassenschl.: 22882 Hausnummer: unset,,,0,0,,,,,,,0,Kirchzarten,08315064,38,,,9204216,,Hydrantenleitung,0,Hydrantenleitung,ID-9204216,,,,,,,,0,0,,unbekannt,150,150,0,,VW,EWK Kirchzarten,,,,,,,,100548723,rechts,280,,833912,Abgesetzter Hydrant bis 4 m,,in Betrieb,,Himmelreich,0831506422882,1,,BP: OK ÜP: OK,0,2154433,,,nein,0,1778046-468255867-9204219,
