latitude,longitude,emergency,fire_hydrant:type,fire_hydrant:diameter,start_date
47.9635853299777,7.95279541296878,fire_hydrant,underground,,
47.9648662856728,7.95094253429865,fire_hydrant,underground,,2011
47.963418375267,7.95179050816868,fire_hydrant,underground,80,
47.9635686574592,7.94964940997207,fire_hydrant,underground,100,
47.9639734093061,7.94836676401611,fire_hydrant,underground,100,2017
47.9634728122156,7.94844244778682,fire_hydrant,underground,100,
47.9640008777418,7.94699981219225,fire_hydrant,underground,100,2017
47.9633242220124,7.94696772346279,fire_hydrant,underground,,2017
47.9630796747427,7.93816337381252,fire_hydrant,pillar,,
47.9625920177152,7.94753060392616,fire_hydrant,underground,100,2017
47.9627516260543,7.94862331992754,fire_hydrant,underground,100,2017
47.9619035590889,7.94785907433932,fire_hydrant,underground,100,2017
47.9620749882341,7.94956952354191,fire_hydrant,underground,100,
47.9612353514156,7.94964830183407,fire_hydrant,underground,100,
47.9626222890434,7.95280677477923,fire_hydrant,underground,,2017
47.9624236735583,7.95532824494637,fire_hydrant,underground,,
47.9626828547054,7.95372136862511,fire_hydrant,underground,100,
47.9618401416413,7.95267122290179,fire_hydrant,underground,,2017
47.9624036895689,7.95457767421287,fire_hydrant,underground,100,2020
47.9616494066092,7.95461183632348,fire_hydrant,underground,100,2021
47.9611365242359,7.95542526334256,fire_hydrant,underground,100,
47.9610312530353,7.95414186013079,fire_hydrant,underground,,
47.961460932593,7.95295984059203,fire_hydrant,pillar,,
47.9615428368359,7.95080578419024,fire_hydrant,underground,100,
47.961562566809,7.95142727659367,fire_hydrant,underground,100,
47.9605824291282,7.95082570181087,fire_hydrant,underground,100,
47.9604926450567,7.95361872879601,fire_hydrant,underground,100,
47.9602163843615,7.95455680022819,fire_hydrant,underground,100,
47.9579998155642,7.95429740290199,fire_hydrant,underground,100,
47.9599233918823,7.94961942776255,fire_hydrant,underground,,
47.9580611845695,7.94907105256469,fire_hydrant,underground,,
47.9566762702908,7.94917952174404,fire_hydrant,underground,,
47.9548080978848,7.94507190877172,fire_hydrant,underground,,
47.9544819928099,7.94537724874272,fire_hydrant,underground,,2003
47.956467142549,7.953769791436,fire_hydrant,underground,100,
47.9504271652694,7.94695610924203,fire_hydrant,underground,,2003
47.9545639594495,7.94375209418309,fire_hydrant,underground,80,
47.961135550923,7.92605158235114,fire_hydrant,underground,80,
47.9614698037161,7.92180230514569,fire_hydrant,underground,80,
47.962421116226,7.92762176755773,fire_hydrant,underground,80,
47.9736585717004,7.98465266875404,fire_hydrant,underground,100,
47.9733826546972,7.98336562819598,fire_hydrant,underground,100,
47.9732838127973,7.98338530871014,fire_hydrant,underground,100,
47.9729299345035,7.9831675165767,fire_hydrant,pillar,,
47.9745870155202,7.9793209574776,fire_hydrant,underground,,
47.9747397968459,7.9778061152202,fire_hydrant,pillar,,
47.9740449918104,7.98105629622061,fire_hydrant,underground,100,
47.9734538930274,7.98189655932878,fire_hydrant,pillar,,
47.9742122583205,7.98055196978012,fire_hydrant,underground,100,
47.9728908963587,7.97843073719724,fire_hydrant,underground,100,2011
47.9735969541628,7.97763369057236,fire_hydrant,underground,100,
47.9752127811185,7.96128357900889,fire_hydrant,underground,150,
47.9782123470913,7.95635211952706,fire_hydrant,underground,100,
47.9778216115208,7.95596332470398,fire_hydrant,pillar,,
47.9771522794732,7.95601487608139,fire_hydrant,underground,,
47.9709459336249,7.95959951624517,fire_hydrant,underground,100,
47.9702935451237,7.96118126543218,fire_hydrant,pillar,80,2003
47.9702177900198,7.96103039429238,fire_hydrant,underground,,2003
47.9703814577715,7.9606133347733,fire_hydrant,underground,,2004
47.9700554115326,7.96088290945004,fire_hydrant,pillar,100,2003
47.9700032919596,7.96023994890425,fire_hydrant,underground,150,2002
47.9708858908498,7.95898552497437,fire_hydrant,underground,100,
47.9705903350793,7.95886435635972,fire_hydrant,underground,100,
47.9700072785967,7.95686843895422,fire_hydrant,underground,150,
47.9714765921859,7.95664309400642,fire_hydrant,underground,100,
47.9708248336447,7.95592463587519,fire_hydrant,underground,150,
47.9702989325388,7.95589352876324,fire_hydrant,underground,100,
47.9675732314196,7.95639089681744,fire_hydrant,underground,100,
47.9673471888189,7.95675818583029,fire_hydrant,underground,,
47.969523616591,7.95874356593857,fire_hydrant,underground,150,2001
47.9694127459678,7.95965049085145,fire_hydrant,underground,150,2002
47.969100856838,7.95778539565676,fire_hydrant,underground,150,
47.9686836066523,7.95746659138397,fire_hydrant,underground,150,
47.9689270515503,7.96105919266263,fire_hydrant,underground,150,2002
47.9677162076221,7.96024664457061,fire_hydrant,underground,100,2009
47.9682344408908,7.96204524428989,fire_hydrant,underground,100,2010
47.9670637789041,7.96170153489198,fire_hydrant,underground,100,2018
47.9675822862663,7.96057320317665,fire_hydrant,underground,100,2018
47.9667499611868,7.96005400136677,fire_hydrant,underground,100,2015
47.9683571327812,7.95946535566306,fire_hydrant,underground,80,2002
47.9677089393083,7.95920083416748,fire_hydrant,underground,100,2011
47.9669626800519,7.95924973730272,fire_hydrant,underground,100,2009
47.9663116348611,7.95757775230647,fire_hydrant,underground,100,2009
47.96602400631,7.95855761427858,fire_hydrant,underground,80,
47.9658536217648,7.959476712787,fire_hydrant,underground,100,2015
47.9653480854848,7.95708513959042,fire_hydrant,underground,150,
47.9662295517275,7.96174852036073,fire_hydrant,underground,100,
47.9652780987273,7.96218688522524,fire_hydrant,underground,150,
47.9654649893702,7.96124006488165,fire_hydrant,underground,100,
47.9647238456449,7.96026746683512,fire_hydrant,underground,,
47.9644247075485,7.9617501567184,fire_hydrant,underground,150,
47.9637538342317,7.96134808345718,fire_hydrant,underground,100,
47.9632046739284,7.96104620865609,fire_hydrant,underground,100,
47.9648482624645,7.95887710544209,fire_hydrant,underground,,2015
47.964324928842,7.95857044451382,fire_hydrant,underground,100,
47.9640842751901,7.95966838838416,fire_hydrant,underground,80,
47.96320753627,7.95922982236862,fire_hydrant,underground,100,2012
47.9637273106372,7.95823786087644,fire_hydrant,underground,100,
47.9634635904409,7.95698313847095,fire_hydrant,underground,,
47.9661057649832,7.95557325639901,fire_hydrant,underground,150,
47.9664445284544,7.95677931258268,fire_hydrant,underground,100,2007
47.9652821356448,7.95555655762929,fire_hydrant,underground,150,
47.9645230131608,7.95690854312469,fire_hydrant,underground,100,
47.97239241081,7.97875202289371,fire_hydrant,underground,100,
47.9722336553121,7.97760355164335,fire_hydrant,underground,,
47.9717328097895,7.97969109583637,fire_hydrant,pillar,,
47.971813109652,7.98053186758364,fire_hydrant,pillar,80,
47.9711101531134,7.98104484747452,fire_hydrant,underground,,
47.9717896070772,7.97794111795153,fire_hydrant,underground,100,
47.9713528854891,7.97838834744783,fire_hydrant,underground,100,
47.9674818734023,7.97923164608165,fire_hydrant,underground,125,
47.9665582850829,7.98066838139242,fire_hydrant,underground,100,
47.9662152390069,7.98080797749734,fire_hydrant,underground,100,2017
47.9661615550709,7.98169488961211,fire_hydrant,underground,100,
47.9657576845117,7.98125605266688,fire_hydrant,pillar,80,
47.9653240116633,7.98128255983556,fire_hydrant,underground,100,
47.965068064789,7.98005917268498,fire_hydrant,underground,100,2019
47.9646372079726,7.98018290740949,fire_hydrant,underground,150,
47.9643973441931,7.97955461152109,fire_hydrant,underground,100,2021
47.9651788228711,7.98101402187641,fire_hydrant,underground,100,
47.9647845894436,7.9816333776761,fire_hydrant,underground,100,
47.9643890763991,7.98169765964974,fire_hydrant,underground,125,
47.9645733923651,7.98070316450538,fire_hydrant,underground,100,
47.9641287249337,7.98046005822577,fire_hydrant,underground,100,
47.9642965882122,7.98105201953811,fire_hydrant,underground,100,
47.9640315519184,7.98119702541377,fire_hydrant,underground,100,
47.963459096284,7.98112132720521,fire_hydrant,pillar,,
47.9634950537936,7.98049823658425,fire_hydrant,underground,100,2023
47.9637499063715,7.97917554463593,fire_hydrant,underground,,
47.9663312542886,7.97168665189269,fire_hydrant,pillar,,
47.9656208571062,7.97323340580756,fire_hydrant,pillar,,
47.9644230376292,7.97559344138732,fire_hydrant,pillar,,
47.9690188037842,7.96341379094297,fire_hydrant,underground,150,2012
47.9692546092678,7.96614307375817,fire_hydrant,underground,125,
47.9688130224099,7.9654352002373,fire_hydrant,underground,100,
47.9680855278944,7.96388000137168,fire_hydrant,underground,150,
47.9697815441,7.96796512548141,fire_hydrant,pillar,,
47.9686939770156,7.96813644812867,fire_hydrant,pillar,,
47.9677101365436,7.96942574140859,fire_hydrant,pillar,,
47.9669108693494,7.96904553892537,fire_hydrant,pillar,90,2023
47.9667128371086,7.96292056423031,fire_hydrant,underground,,2018
47.9657436377088,7.96368702430344,fire_hydrant,underground,80,
47.9655722857677,7.96431578151109,fire_hydrant,underground,80,
47.9647593776334,7.96416682514155,fire_hydrant,underground,100,
47.9634937842681,7.96531846013589,fire_hydrant,underground,150,
47.9633300451464,7.96389779040649,fire_hydrant,underground,80,
47.9640953500108,7.96316351748462,fire_hydrant,underground,150,
47.9634554988035,7.96286540639655,fire_hydrant,underground,100,
47.9630536454869,7.96165030246537,fire_hydrant,underground,100,
47.9627924621589,7.9608208986363,fire_hydrant,underground,100,
47.962751434266,7.96492483560725,fire_hydrant,underground,100,
47.9614047920586,7.96146230332834,fire_hydrant,underground,200,
47.9603286022277,7.96386475391164,fire_hydrant,underground,80,
47.9576196587889,7.96421322275439,fire_hydrant,pillar,,
47.960999592735,7.97659052981356,fire_hydrant,underground,100,
47.9615755244127,7.97498430352703,fire_hydrant,pillar,,
47.9621603530206,7.97298493180436,fire_hydrant,underground,100,
47.9630551498844,7.98033771170604,fire_hydrant,underground,125,
47.961460118904,7.97731209770699,fire_hydrant,pillar,,
47.9602090687715,7.98104544428274,fire_hydrant,pillar,,
47.9577777745413,7.97987690295686,fire_hydrant,pillar,,
47.959478792893,7.97252689134111,fire_hydrant,underground,100,
47.9605622254525,7.97543566339675,fire_hydrant,pillar,,
47.9596104511664,7.97555639633824,fire_hydrant,pillar,,
47.9579102054594,7.97564333719385,fire_hydrant,pillar,,
47.9574534847266,7.97458731532393,fire_hydrant,pillar,,
47.9560852384287,7.97367649517735,fire_hydrant,pillar,100,
47.9565794066697,7.9755956797747,fire_hydrant,pillar,,
47.9564399899719,7.97425175820352,fire_hydrant,underground,100,
47.9550894496954,7.9755487194901,fire_hydrant,pillar,,
47.9549773253861,7.9744399673682,fire_hydrant,pillar,,
47.9628894282314,7.95692542595802,fire_hydrant,underground,,
47.9628563885037,7.95725918885635,fire_hydrant,underground,200,
47.9624437058356,7.95655594560677,fire_hydrant,underground,,
47.9631098149747,7.95584171474848,fire_hydrant,underground,,
47.9616537083159,7.95754485677539,fire_hydrant,underground,200,1999
47.9616331353326,7.95609810832745,fire_hydrant,underground,100,
47.9610458378631,7.95648409907636,fire_hydrant,underground,100,
47.9626577952807,7.95762958534409,fire_hydrant,underground,200,2008
47.9624267086847,7.95848672467494,fire_hydrant,underground,100,2008
47.9619839857718,7.95781560259762,fire_hydrant,underground,100,2008
47.9598957912206,7.95834355429337,fire_hydrant,underground,150,
47.9592779016447,7.95758275824536,fire_hydrant,underground,150,
47.960359622292,7.95571181245684,fire_hydrant,underground,100,
47.9596437446103,7.95657111677171,fire_hydrant,underground,150,
47.9596688494637,7.95569133562852,fire_hydrant,underground,,
47.9717086340526,7.98332542666625,fire_hydrant,underground,125,
47.9719243913577,7.98437391779723,fire_hydrant,pillar,80,
47.9720746741633,7.98212268220366,fire_hydrant,pillar,80,
47.9715385839384,7.98194914988976,fire_hydrant,underground,125,
47.964559551023,7.98334100136489,fire_hydrant,pillar,,
47.9636208550914,7.9852222504356,fire_hydrant,underground,150,
47.9640560288443,7.98348823765676,fire_hydrant,pillar,,
47.9638804123761,7.98434900599425,fire_hydrant,underground,,
47.9635455565676,7.9846033910712,fire_hydrant,underground,100,
47.9653564219139,7.98249968574054,fire_hydrant,underground,150,
47.9653137364231,7.98185783603066,fire_hydrant,underground,100,
47.9650059280697,7.9822670755642,fire_hydrant,pillar,,
47.9644874198148,7.98230692227651,fire_hydrant,pillar,,
47.9646393721528,7.98278069882763,fire_hydrant,pillar,,
47.9640857353859,7.98276540635615,fire_hydrant,underground,100,
47.9639355381087,7.98188462766963,fire_hydrant,underground,100,
47.9633490211513,7.98263549944808,fire_hydrant,pillar,,
47.9629834348209,7.98376508506359,fire_hydrant,underground,100,
47.9627992490519,7.98204605112245,fire_hydrant,underground,80,
47.9627965539881,7.98206479180527,fire_hydrant,pillar,80,
47.9632606530527,7.98479663105309,fire_hydrant,underground,100,
47.963206110563,7.98618794371074,fire_hydrant,underground,150,
47.962941880699,7.98523396922782,fire_hydrant,underground,100,
47.9627176789825,7.98513466074681,fire_hydrant,underground,150,
47.9628982177397,7.9843842030425,fire_hydrant,underground,150,
47.9623384438058,7.98486847419533,fire_hydrant,underground,100,
47.9625870615053,7.98579032266173,fire_hydrant,underground,150,
47.9612522675968,7.98544861633556,fire_hydrant,pillar,125,2012
47.9615248837342,7.98471195605144,fire_hydrant,underground,125,2012
47.9594284816864,7.99015114652078,fire_hydrant,pillar,,
47.9586323278982,7.99093612029282,fire_hydrant,pillar,150,
