latitude,longitude,ref:ewk,emergency,fire_hydrant:type,fire_hydrant:diameter,start_date
47.9631098149747,7.95584171474848,8277121,fire_hydrant,underground,,
47.9616537083159,7.95754485677539,23779282,fire_hydrant,underground,200,1999
47.9616331353326,7.95609810832745,8275245,fire_hydrant,underground,100,
47.9610458378631,7.95648409907636,8275452,fire_hydrant,underground,100,
47.9626577952807,7.95762958534409,21028742,fire_hydrant,underground,200,2008
47.9624267086847,7.95848672467494,21031148,fire_hydrant,underground,100,2008
47.9619839857718,7.95781560259762,21191867,fire_hydrant,underground,100,2008
47.9598957912206,7.95834355429337,9299787,fire_hydrant,underground,150,
47.9592779016447,7.95758275824536,9299464,fire_hydrant,underground,150,
47.960359622292,7.95571181245684,8279160,fire_hydrant,underground,100,
47.9596437446103,7.95657111677171,9658812,fire_hydrant,underground,150,
47.9596688494637,7.95569133562852,8279281,fire_hydrant,underground,,
47.9717086340526,7.98332542666625,8769117,fire_hydrant,underground,125,
47.9719243913577,7.98437391779723,8768639,fire_hydrant,pillar,80,
47.9720746741633,7.98212268220366,8770260,fire_hydrant,pillar,80,
47.9715385839384,7.98194914988976,8769281,fire_hydrant,underground,125,
47.964559551023,7.98334100136489,8550957,fire_hydrant,pillar,,
47.9636208550914,7.9852222504356,8553592,fire_hydrant,underground,150,
47.9640560288443,7.98348823765676,8549663,fire_hydrant,pillar,,
47.9638804123761,7.98434900599425,8551764,fire_hydrant,underground,,
47.9635455565676,7.9846033910712,8551934,fire_hydrant,underground,100,
47.9653564219139,7.98249968574054,8549685,fire_hydrant,underground,150,
47.9653137364231,7.98185783603066,8531954,fire_hydrant,underground,100,
47.9650059280697,7.9822670755642,8539860,fire_hydrant,pillar,,
47.9644874198148,7.98230692227651,8540106,fire_hydrant,pillar,,
47.9646393721528,7.98278069882763,8540084,fire_hydrant,pillar,,
47.9640857353859,7.98276540635615,8552874,fire_hydrant,underground,100,
47.9639355381087,7.98188462766963,8539222,fire_hydrant,underground,100,
47.9633490211513,7.98263549944808,8551929,fire_hydrant,pillar,,
47.9629834348209,7.98376508506359,8557832,fire_hydrant,underground,100,
47.9627992490519,7.98204605112245,9231950,fire_hydrant,underground,80,
47.9627965539881,7.98206479180527,9231957,fire_hydrant,pillar,80,
47.9632606530527,7.98479663105309,8554241,fire_hydrant,underground,100,
47.963206110563,7.98618794371074,8553044,fire_hydrant,underground,150,
47.962941880699,7.98523396922782,8555191,fire_hydrant,underground,100,
47.9627176789825,7.98513466074681,8555213,fire_hydrant,underground,150,
47.9628982177397,7.9843842030425,8556275,fire_hydrant,underground,150,
47.9623384438058,7.98486847419533,8556754,fire_hydrant,underground,100,
47.9625870615053,7.98579032266173,8556268,fire_hydrant,underground,150,
47.9612522675968,7.98544861633556,23623427,fire_hydrant,pillar,125,2012
47.9615248837342,7.98471195605144,23623436,fire_hydrant,underground,125,2012
47.9594284816864,7.99015114652078,9204120,fire_hydrant,pillar,,
47.9586323278982,7.99093612029282,9204216,fire_hydrant,pillar,150,
